ebno,Spectral.Efficiency,Time.Slot
0,0.0,Nio1
1,0.778471050403,Nio1
2,1.28132678796,Nio1
3,1.65348938138,Nio1
4,1.94906728386,Nio1
5,2.19426366375,Nio1
6,2.40377823752,Nio1
7,2.58668892771,Nio1
8,2.74899706666,Nio1
9,2.89487758287,Nio1
10,3.02735232647,Nio1
0,0.0,Nio2
1,1.0945976419,Nio2
2,1.70976276218,Nio2
3,2.13966772567,Nio2
4,2.47044330765,Nio2
5,2.73934603783,Nio2
6,2.96591555304,Nio2
7,3.16168553373,Nio2
8,3.33403634418,Nio2
9,3.48797715232,Nio2
10,3.62706414548,Nio2
0,0.0,Nio3
1,1.35240013699,Nio3
2,2.03799053863,Nio3
3,2.50082674575,Nio3
4,2.85069192708,Nio3
5,3.13205496413,Nio3
6,3.36739815103,Nio3
7,3.56968057618,Nio3
8,3.74705703531,Nio3
9,3.9049937081,Nio3
10,4.0473338923,Nio3
0,0.0,Nio4
1,1.57061799021,Nio4
2,2.30469748747,Nio4
3,2.78888564634,Nio4
4,3.15076711686,Nio4
5,3.43983535722,Nio4
6,3.68053988702,Nio4
7,3.8867681061,Nio4
8,4.06717006037,Nio4
9,4.22750027781,Nio4
10,4.37178133364,Nio4
0,0.0,Nio5
1,1.75994591967,Nio5
2,2.52949829071,Nio5
3,3.02866866398,Nio5
4,3.39881785077,Nio5
5,3.69312688765,Nio5
6,3.93745039924,Nio5
7,4.14632774571,Nio5
8,4.3287527767,Nio5
9,4.49067849525,Nio5
10,4.63625007364,Nio5
0,0.0,Nio6
1,1.92719751566,Nio6
2,2.72384556467,Nio6
3,3.23411363986,Nio6
4,3.61030180147,Nio6
5,3.90840801731,Nio6
6,4.1553397984,Nio6
7,4.3661193027,Nio6
8,4.54999293366,Nio6
9,4.71305863673,Nio6
10,4.85955071326,Nio6
0,0.0,Nio7
1,2.07700965772,Nio7
2,2.89503791418,Nio7
3,3.41385840873,Nio7
4,3.79465188265,Nio7
5,4.0956364906,Nio7
6,4.34453773336,Nio7
7,4.55674959277,Nio7
8,4.74171182499,Nio7
9,4.90563286475,Nio7
10,5.0528147336,Nio7
0,0.0,Nio8
1,2.21268901357,Nio8
2,3.04802147439,Nio8
3,3.57363549419,Nio8
4,3.95805737544,Nio8
5,4.26129931082,Nio8
6,4.51174044788,Nio8
7,4.72506989612,Nio8
8,4.91088018503,Nio8
9,5.07546676261,Nio8
10,5.22318484842,Nio8
0,0.0,Nio9
1,2.33667951336,Nio9
2,3.18630619445,Nio9
3,3.7174472576,Nio9
4,4.10480186583,Nio9
5,4.40986161427,Nio9
6,4.6615398781,Nio9
7,4.87576568999,Nio9
8,5.06225532961,Nio9
9,5.22737454457,Nio9
10,5.37552144923,Nio9
0,0.0,Nio10
1,2.45083973833,Nio10
2,3.31247420557,Nio10
3,3.8482000021,Nio10
4,4.23797433077,Nio10
5,4.54452941408,Nio10
6,4.79722337844,Nio10
7,5.01218412897,Nio10
8,5.19923022269,Nio10
9,5.36478538612,Nio10
10,5.51328305416,Nio10
