ebno,Spectral.Efficiency,Time.Slot
0,0.0,Nio1
1,0.34283007869,Nio1
2,0.619632774429,Nio1
3,0.851779857864,Nio1
4,1.05169789162,Nio1
5,1.22725439644,Nio1
6,1.38374691864,Nio1
7,1.52491324853,Nio1
8,1.65348938138,Nio1
9,1.7715383383,Nio1
10,1.88065424745,Nio1
0,0.0,Nio2
1,0.511797610036,Nio2
2,0.888812484762,Nio2
3,1.18743650963,Nio2
4,1.43472307593,Nio2
5,1.64576085882,Nio2
6,1.82983092417,Nio2
7,1.99305105507,Nio2
8,2.13966772567,Nio2
9,2.27274916859,Nio2
10,2.394584601,Nio2
0,0.0,Nio3
1,0.662216539253,Nio3
2,1.11438316364,Nio3
3,1.45813855683,Nio3
4,1.73554316241,Nio3
5,1.96811307805,Nio3
6,2.1683444351,Nio3
7,2.34414241933,Nio3
8,2.50082674575,Nio3
9,2.64214910329,Nio3
10,2.77085464322,Nio3
0,0.0,Nio4
1,0.798149839286,Nio4
2,1.30902447062,Nio4
3,1.68554063721,Nio4
4,1.98385235563,Nio4
5,2.23092496581,Nio4
6,2.44180700483,Nio4
7,2.62575862623,Nio4
8,2.78888564634,Nio4
9,2.93542719701,Nio4
10,3.06844675595,Nio4
0,0.0,Nio5
1,0.922251412318,Nio5
2,1.48033788403,Nio5
3,1.88174725374,Nio5
4,2.1954362467,Nio5
5,2.45295166084,Nio5
6,2.67138897891,Nio5
7,2.86106059752,Nio5
8,3.02866866398,Nio5
9,3.17881552662,Nio5
10,3.31479853764,Nio5
0,0.0,Nio6
1,1.03645683875,Nio6
2,1.63336972875,Nio6
3,2.0543455054,Nio6
4,2.37982486959,Nio6
5,2.6452219411,Nio6
6,2.86929961498,Nio6
7,3.06320734169,Nio6
8,3.23411363986,Nio6
9,3.38690129039,Nio6
10,3.52504640729,Nio6
0,0.0,Nio7
1,1.14224616539,Nio7
2,1.77166932066,Nio7
3,2.20843366796,Nio7
4,2.54324252835,Nio7
5,2.81480066111,Nio7
6,3.04325077299,Nio7
7,3.240422485,Nio7
8,3.41385840873,Nio7
9,3.56866410118,Nio7
10,3.70845661784,Nio7
0,0.0,Nio8
1,1.24078396829,Nio8
2,1.89783611608,Nio8
3,2.34761111113,Nio8
4,2.68998718414,Nio8
5,2.9664943196,Nio8
6,3.19843366661,Nio8
7,3.3981977068,Nio8
8,3.57363549419,Nio8
9,3.73003369943,Nio8
10,3.87112329116,Nio8
0,0.0,Nio9
1,1.33300577511,Nio9
2,2.01383386057,Nio9
3,2.4745165499,Nio9
4,2.82315426406,Nio9
5,3.10372426058,Nio9
6,3.33851288032,Nio9
7,3.54038570464,Nio9
8,3.7174472576,Nio9
9,3.87513428311,Nio9
10,4.01727169783,Nio9
0,0.0,Nio10
1,1.41967555708,Nio10
2,2.12118348207,Nio10
3,2.59114327021,Nio10
4,2.9450483542,Nio10
5,3.22901366277,Nio10
6,3.46617296544,Nio10
7,3.66979485182,Nio10
8,3.8482000021,Nio10
9,4.00695150715,Nio10
10,4.14995307534,Nio10
