ebno,Spectral.Efficiency,Time.Slot
0,0.0,Nio1
1,0.619632774429,Nio1
2,1.05169789162,Nio1
3,1.38374691864,Nio1
4,1.65348938138,Nio1
5,1.88065424745,Nio1
6,2.07686832702,Nio1
7,2.24956312734,Nio1
8,2.40377823752,Nio1
9,2.54308907388,Nio1
10,2.67012432222,Nio1
0,0.0,Nio2
1,0.888812484762,Nio2
2,1.43472307593,Nio2
3,1.82983092417,Nio2
4,2.13966772567,Nio2
5,2.394584601,Nio2
6,2.61115069432,Nio2
7,2.79941053277,Nio2
8,2.96591555304,Nio2
9,3.11517681231,Nio2
10,3.25043313488,Nio2
0,0.0,Nio3
1,1.11438316364,Nio3
2,1.73554316241,Nio3
3,2.1683444351,Nio3
4,2.50082674575,Nio3
5,2.77085464322,Nio3
6,2.99822174106,Nio3
7,3.19458660159,Nio3
8,3.36739815103,Nio3
9,3.52170633177,Nio3
10,3.66109310046,Nio3
0,0.0,Nio4
1,1.30902447062,Nio4
2,1.98385235563,Nio4
3,2.44180700483,Nio4
4,2.78888564634,Nio4
5,3.06844675595,Nio4
6,3.30252911953,Nio4
7,3.50387990967,Nio4
8,3.68053988702,Nio4
9,3.83790841479,Nio4
10,3.9797870457,Nio4
0,0.0,Nio5
1,1.48033788403,Nio5
2,2.1954362467,Nio5
3,2.67138897891,Nio5
4,3.02866866398,Nio5
5,3.31479853764,Nio5
6,3.55346425311,Nio5
7,3.75819496196,Nio5
8,3.93745039924,Nio5
9,4.09687463623,Nio5
10,4.24042173858,Nio5
0,0.0,Nio6
1,1.63336972875,Nio6
2,2.37982486959,Nio6
3,2.86929961498,Nio6
4,3.23411363986,Nio6
5,3.52504640729,Nio6
6,3.76704101637,Nio6
7,3.97421490571,Nio6
8,4.1553397984,Nio6
9,4.3162406214,Nio6
10,4.46098350865,Nio6
0,0.0,Nio7
1,1.77166932066,Nio7
2,2.54324252835,Nio7
3,3.04325077299,Nio7
4,3.41385840873,Nio7
5,3.70845661784,Nio7
6,3.95297916861,Nio7
7,4.16200188002,Nio7
8,4.34453773336,Nio7
9,4.50655073652,Nio7
10,4.6521928407,Nio7
0,0.0,Nio8
1,1.89783611608,Nio8
2,2.68998718414,Nio8
3,3.19843366661,Nio8
4,3.57363549419,Nio8
5,3.87112329116,Nio8
6,4.11763107129,Nio8
7,4.32810176491,Nio8
8,4.51174044788,Nio8
9,4.67462139614,Nio8
10,4.82096437878,Nio8
0,0.0,Nio9
1,2.01383386057,Nio9
2,2.82315426406,Nio9
3,3.33851288032,Nio9
4,3.7174472576,Nio9
5,4.01727169783,Nio9
6,4.26537992334,Nio9
7,4.47701544128,Nio9
8,4.6615398781,Nio9
9,4.82511707143,Nio9
10,4.97202173169,Nio9
0,0.0,Nio10
1,2.12118348207,Nio10
2,2.9450483542,Nio10
3,3.46617296544,Nio10
4,3.8482000021,Nio10
5,4.14995307534,Nio10
6,4.39937900171,Nio10
7,4.61197188508,Nio10
8,4.79722337844,Nio10
9,4.96137150298,Nio10
10,5.10873638191,Nio10
