-5.1829930022,3.9773064736
-1.8400678961,-8.9506229952
5.7179102097,3.6393866149
-6.1568063184,-6.0928450066
-6.7252147939,-3.8668655256
-5.0284572339,-1.0917851035
-1.8967173107,6.3032209345
6.0907454735,8.219865777
2.8304652492,0.8094600321
2.7023179725,2.4671592123
1.798146054,5.7179102097
2.1452231995,-3.3616616665
4.195411287,4.1806111709
0.1102342473,-0.9707020051
-5.7115066545,-1.1268766295
-7.0161790551,2.1114486586
8.6847019465,-4.653416428
-1.2854338782,-3.169565252
5.1295581185,-5.3084170852
7.525107791,7.3583141377
-5.6560890749,1.8871774721
-1.3521543414,1.5036916325
-6.7483208657,2.3557453001
6.6284289595,-8.7713714069
8.3022889514,-3.4057015076
-1.3217152489,-4.7200645419
-7.4311762588,-6.6538976802
2.0165373733,7.3732664006
0.8432212159,3.5478681924
-4.6034809233,-5.6221478621
8.5144350213,4.9646155875
-8.9506229952,7.5835319303
8.1340815465,-3.2742548358
1.1457240976,8.7251704326
6.6269207892,1.187143374
0.3842377427,4.9912251259
-4.9743034225,0.9997973756
-0.9753648336,-0.1886018475
8.0194710678,-3.8945540382
1.6502929315,-3.1788927054
-8.6380614862,1.2715108091
-8.571768525,-3.3821170094
-3.8464159838,2.5124404057
3.1353421737,-6.1222491747
1.6097631472,2.8847818436
-1.3521543414,4.8743259486
2.7504809786,-3.3616616665
-6.6665037093,-1.6282590056
2.5124404057,-1.3798196574
-3.3620417856,7.5435408539
0.8992251575,0.2842744289
-8.1749353081,-6.4271071095
4.9836894304,3.986279879
1.5793916284,-2.3146673225
3.381429667,0.0222505225
8.8577311917,-6.256386022
-1.1268766295,3.8162500222
1.7901089364,3.3272615136
5.7179102097,-3.7723398279
4.4045313804,-2.4875141908
-8.571768525,-0.7130967102
6.5830151715,-1.5378021642
0.0222505225,-2.4027613783
4.1268358085,-4.1670525766
7.692950856,2.1114486586
2.2372460606,2.0096544512
-1.4224481064,6.2625419156
-0.573694096,-3.8464159838
5.8026105921,-6.3537839164
-4.8026743474,3.6393866149
-5.7709534947,6.6603373014
-5.493090227,-4.2198108635
-5.9723466886,7.1732780016
-0.3920763882,6.9224729441
-8.7306689114,-2.8275067798
2.6262926153,-3.4281420561
-5.2621075013,-8.6716052784
-6.3230630642,-7.1659260231
-1.7849531163,8.665072707
-6.5691231301,-0.3920763882
-6.3342996256,-5.2621075013
-5.7297716277,-4.1078478816
-3.2742548358,-7.4538920396
-4.3169118351,5.3292086557
0.1102342473,-6.7603234744
-8.9330603847,-3.3616616665
-8.7128634104,1.1215424248
3.3959824143,-5.7608285317
-2.5508379934,4.7525504123
4.672582864,-7.622992778
3.8660695766,-6.3816638672
-7.1057214783,-6.7825602827
5.5062134517,8.1937465869
3.4169494878,4.4074640858
0.0222505225,7.0990286471
0.1044796887,5.7899557666
-8.0477488677,-1.3565737383
3.923869577,-6.6665037093
1.5630296154,-4.0688783345
-1.3217152489,-7.6276697752
5.7179102097,-3.4928633309
3.0296571045,6.8561471927
3.3188790229,-6.3325321113
-7.2178402651,0.2293297162
6.6358618487,-8.3057820256
1.2166589515,1.8832065973
1.4584487555,7.3732664006
-0.4599628786,-1.8327953176
-5.3748838985,-7.4538920396
7.0413148636,7.0158201893
-1.344892632,1.8420516041
2.3419730393,2.6774692741
-3.8006471343,5.767873746
3.4169494878,4.9212786441
1.8974742736,6.7896427447
-7.5890601698,7.4582623781
6.0915319486,-5.7297716277
7.9208512539,3.4169494878
3.5369680163,-0.901277332
-0.7739847698,-6.7252147939
2.0368980942,-5.984957505
4.6099337318,4.7218688492
7.2578668706,5.767873746
-3.1769509478,-0.8289433664
2.0096544512,2.0973567643
-5.984957505,-2.2973259037
-1.8391527941,-0.338708614
-7.4831994283,4.29975502
-2.4027613783,-2.6037238159
-1.6627413879,5.3416741854
8.3452896108,-3.3915117441
5.1295581185,1.2387151654
-2.8284864877,-7.240901824
-5.7297716277,7.3060963729
-0.9492636583,-4.1477071466
7.7008739769,-3.86711205
-1.7849531163,2.1148422297
0.2223444745,-6.1568063184
-6.6448109063,0.367481022
7.2004887576,4.8743259486
7.5607118058,5.7179102097
-6.7874124995,-3.7723398279
3.089367609,-6.8134869935
-7.5890601698,7.156076983
2.5019914679,8.0585977379
-0.0322072985,3.5820285647
2.0096544512,7.3806736584
3.3638008973,-0.4245621043
3.15854481,2.8830063424
-2.491462794,8.8827160788
-5.6721840198,-7.5632938303
2.7160086117,-6.1222491747
6.3630663652,1.2278972134
-6.1323629249,7.4629604616
-5.2549774962,3.3050362983
8.9332478937,3.0697428562
-4.1844953342,-6.3589735693
-5.7608285317,0.4254791053
-2.3359559912,7.7917869298
0.8094600321,-3.8871729982
-6.3418700534,0.5768064579
-6.0928450066,-1.3252600537
8.810200245,-8.035896113
1.2182361853,0.5809787788
-7.0161790551,7.7463139211
6.3207996158,6.3260002838
4.3163223002,8.9863159693
3.3050362983,8.8827160788
6.7492288738,-1.3521543414
7.5064512562,2.1452231995
-0.5968416461,-4.5928051912
8.1353419082,8.9224533303
-4.7456709111,1.8974742736
8.9863159693,-5.7297716277
1.6097631472,-3.8437150947
0.8632414902,6.1976991525
-0.9492636583,-2.3180240559
8.6847019465,-1.5410639104
-2.041700875,-3.8437150947
-0.8289433664,-6.7831817021
2.018452474,3.3745816105
-0.0498009513,-3.759359668
-0.2741631823,2.4382054495
6.6269207892,-0.1886018475
-7.3461437265,-6.3589735693
4.4817654974,-5.7498126006
-0.2741631823,-0.5968416461
4.6099337318,8.9224533303
-8.6515591458,3.1840099763
-6.7917795251,7.7506863808
1.1656639679,3.6343835741
1.2374172612,-6.7252147939
-6.2963410591,-5.6752704103
-3.8006471343,-7.3862831768
1.1457240976,2.0973567643
-0.8289433664,3.3638008973
0.713236557,1.4832170645
-1.6627413879,-8.3146693782
1.167005688,4.9212786441
-8.0289343837,-6.4256185669
-8.7089166163,-1.5661124934
